id	kcat_fwd	kcat_bkwd	mw_fwd	mw_bkwd
DURAD2	25.0	25.0	210000.0	85300.0
DUTPDP	25.0	25.0	85300.0	85300.0
NTD1	25.0	25.0	133500.0	133500.0
NTD2	25.0	25.0	133500.0	133500.0
NTD3	25.0	25.0	133500.0	133500.0
NTD5	25.0	25.0	133500.0	133500.0
DCK1i	25.0	25.0	85300.0	85300.0
SMOX	25.0	25.0	85300.0	85300.0
3SALACBOXL_cho	25.0	25.0	85300.0	85300.0
LCYSTCBOXL	25.0	25.0	120000.0	120000.0
RE1709N	25.0	25.0	85300.0	85300.0
RE1709C	25.0	25.0	85300.0	85300.0
RE2660C	25.0	25.0	85300.0	85300.0
THBPT4ACAMDASE	25.0	25.0	45000.0	45000.0
G6Pter	25.0	25.0	85300.0	85300.0
UDPGLCAter	25.0	25.0	85300.0	85300.0
ACt2m	25.0	25.0	85300.0	85300.0
ARGtm	25.0	25.0	85300.0	85300.0
ATPtm	25.0	25.0	85300.0	85300.0
BUTt2m	25.0	25.0	85300.0	85300.0
CHSTEROLt1	25.0	25.0	85300.0	85300.0
CITRt2m	25.0	25.0	85300.0	85300.0
CITRtm	25.0	25.0	85300.0	85300.0
CRNtim	25.0	25.0	85300.0	85300.0
DCYTtm	25.0	25.0	85300.0	85300.0
DNDPt10m	25.0	25.0	85300.0	85300.0
DNDPt11m	25.0	25.0	85300.0	85300.0
DNDPt12m	25.0	25.0	85300.0	85300.0
DNDPt13m	25.0	25.0	85300.0	85300.0
DNDPt14m	25.0	25.0	85300.0	85300.0
DNDPt15m	25.0	25.0	85300.0	85300.0
DNDPt17m	25.0	25.0	85300.0	85300.0
DNDPt18m	25.0	25.0	85300.0	85300.0
DNDPt19m	25.0	25.0	85300.0	85300.0
DNDPt1m	25.0	25.0	85300.0	85300.0
DNDPt20m	25.0	25.0	85300.0	85300.0
DNDPt21m	25.0	25.0	85300.0	85300.0
DNDPt23m	25.0	25.0	85300.0	85300.0
DNDPt25m	25.0	25.0	85300.0	85300.0
DNDPt28m	25.0	25.0	85300.0	85300.0
DNDPt2m	25.0	25.0	85300.0	85300.0
DNDPt30m	25.0	25.0	85300.0	85300.0
DNDPt31m	25.0	25.0	85300.0	85300.0
DNDPt32m	25.0	25.0	85300.0	85300.0
DNDPt37m	25.0	25.0	85300.0	85300.0
DNDPt38m	25.0	25.0	85300.0	85300.0
DNDPt39m	25.0	25.0	85300.0	85300.0
DNDPt3m	25.0	25.0	85300.0	85300.0
DNDPt40m	25.0	25.0	85300.0	85300.0
DNDPt41m	25.0	25.0	85300.0	85300.0
DNDPt42m	25.0	25.0	85300.0	85300.0
DNDPt43m	25.0	25.0	85300.0	85300.0
DNDPt44m	25.0	25.0	85300.0	85300.0
DNDPt45m	25.0	25.0	85300.0	85300.0
DNDPt46m	25.0	25.0	85300.0	85300.0
DNDPt47m	25.0	25.0	85300.0	85300.0
DNDPt48m	25.0	25.0	85300.0	85300.0
DNDPt49m	25.0	25.0	85300.0	85300.0
DNDPt4m	25.0	25.0	85300.0	85300.0
DNDPt50m	25.0	25.0	85300.0	85300.0
DNDPt51m	25.0	25.0	85300.0	85300.0
DNDPt52m	25.0	25.0	85300.0	85300.0
DNDPt53m	25.0	25.0	85300.0	85300.0
DNDPt54m	25.0	25.0	85300.0	85300.0
DNDPt55m	25.0	25.0	85300.0	85300.0
DNDPt56m	25.0	25.0	85300.0	85300.0
DNDPt57m	25.0	25.0	85300.0	85300.0
DNDPt58m	25.0	25.0	85300.0	85300.0
DNDPt59m	25.0	25.0	85300.0	85300.0
DNDPt5m	25.0	25.0	85300.0	85300.0
DNDPt60m	25.0	25.0	85300.0	85300.0
DNDPt61m	25.0	25.0	85300.0	85300.0
DNDPt62m	25.0	25.0	85300.0	85300.0
DNDPt63m	25.0	25.0	85300.0	85300.0
DNDPt6m	25.0	25.0	85300.0	85300.0
DNDPt7m	25.0	25.0	85300.0	85300.0
DNDPt8m	25.0	25.0	85300.0	85300.0
DNDPt9m	25.0	25.0	85300.0	85300.0
GLUt2m	25.0	25.0	85300.0	85300.0
Htm_cho	25.0	25.0	85300.0	85300.0
L_LACtm	25.0	25.0	85300.0	85300.0
LYStm	25.0	25.0	85300.0	85300.0
ORNt3m	25.0	25.0	85300.0	85300.0
ORNt4m	25.0	25.0	85300.0	85300.0
PEFLIPm_cho	25.0	25.0	85300.0	85300.0
PIt2m	25.0	25.0	85300.0	85300.0
PSFLIPm_cho	25.0	25.0	85300.0	85300.0
PYRtm	25.0	25.0	85300.0	85300.0
r2404	25.0	25.0	85300.0	85300.0
r0083	25.0	25.0	85300.0	85300.0
r0084	25.0	25.0	85300.0	85300.0
r0644	25.0	25.0	85300.0	85300.0
r0737	25.0	25.0	85300.0	85300.0
r0752	25.0	25.0	85300.0	85300.0
r0755	25.0	25.0	85300.0	85300.0
r0756	25.0	25.0	85300.0	85300.0
r0757	25.0	25.0	85300.0	85300.0
ACP1_FMN	119.0	119.0	90000.0	90000.0
FADDPle	25.0	25.0	85300.0	85300.0
RBFK	0.7	0.7	34200.0	34200.0
HYPOE	25.0	25.0	85300.0	85300.0
PDXPP	25.0	25.0	85300.0	85300.0
PYDAMK	6.08	6.08	40000.0	40000.0
PYDXDH	25.0	25.0	241000.0	241000.0
PYDXK	6.08	6.08	40000.0	40000.0
PYDXNK	6.08	6.08	40000.0	40000.0
PYDXPP	25.0	25.0	85300.0	85300.0
13DAMPPOX	29220.0	29220.0	200000.0	200000.0
ABUTD	7.7	7.7	155000.0	155000.0
ABUTDm	25.0	25.0	85300.0	85300.0
BAMPPALDOX	3.5	3.5	216000.0	216000.0
NBAHH_ir	25.0	25.0	125000.0	125000.0
PRPNCOAHYDm	25.0	25.0	156500.0	156500.0
r0596	25.0	25.0	85300.0	85300.0
SPMDOX	25.0	25.0	69850.0	69850.0
BACCL	0.44	0.44	82000.0	82000.0
BACCLm	0.44	0.44	82000.0	82000.0
BTND1	25.0	25.0	76250.0	76250.0
BTND1n	25.0	25.0	76250.0	76250.0
BTNDe	25.0	25.0	76250.0	76250.0
BTNDm	25.0	25.0	76250.0	76250.0
BTNPL	25.0	25.0	85300.0	85300.0
BTNPLm	25.0	25.0	85300.0	85300.0
ACOAD1fm	20.8	20.8	106000.0	106000.0
BDHm	1382.0	280.0	111000.0	85300.0
MECOALm	25.0	22.0	133000.0	85300.0
MECOAS1m	25.0	25.0	78000.0	85300.0
CSNATr	38.5	25.0	60500.0	85300.0
GLCAASE4ly	25.0	25.0	300000.0	300000.0
GLCAASE5ly	25.0	25.0	300000.0	300000.0
GLCAASE6ly	25.0	25.0	300000.0	300000.0
GLCAASE7ly	25.0	25.0	300000.0	300000.0
IDOAASE4ly	25.0	25.0	71000.0	71000.0
NACHEX1ly	25.0	25.0	116000.0	116000.0
NACHEX2ly	25.0	25.0	116000.0	116000.0
NACHEX3ly	25.0	25.0	116000.0	116000.0
NACHEX4ly	25.0	25.0	116000.0	116000.0
NACHEX5ly	25.0	25.0	116000.0	116000.0
NACHEX6ly	25.0	25.0	116000.0	116000.0
NACHEX7ly	25.0	25.0	116000.0	116000.0
NACHEX8ly	25.0	25.0	116000.0	116000.0
NACHEX9ly	25.0	25.0	116000.0	116000.0
S6TASE4ly	25.0	25.0	55000.0	85300.0
S6TASE5ly	25.0	25.0	55000.0	85300.0
S6TASE6ly	25.0	25.0	55000.0	85300.0
S6TASE7ly	25.0	25.0	55000.0	85300.0
S6TASE8ly	25.0	25.0	55000.0	85300.0
S6TASE9ly	25.0	25.0	55000.0	85300.0
ACITL	25.0	25.0	85300.0	85300.0
ACONT	25.0	25.0	84000.0	85300.0
AKGDm	25.0	25.0	50000.0	50000.0
CSm	25.0	25.0	85300.0	85300.0
ICDHxm	30.0	30.0	276500.0	276500.0
ICDHyp	138.0	138.0	53000.0	53000.0
ICDHyrm	138.0	138.0	53000.0	53000.0
MDHm	3100.0	121600.0	72000.0	85300.0
SUCD1m	192.0	25.0	110000.0	85300.0
r0060	25.0	25.0	85300.0	85300.0
r0595	25.0	25.0	85300.0	85300.0
FAS120ACP	25.0	25.0	85300.0	85300.0
ACACT4p	25.0	25.0	154000.0	154000.0
ACOAO7p	78.0	78.0	81000.0	81000.0
ADRNCPT1	25.0	25.0	274000.0	274000.0
ADRNCPT2	25.0	25.0	85300.0	85300.0
ADRNCRNt	25.0	25.0	85300.0	85300.0
ALDD21	25.0	25.0	85300.0	85300.0
ARACHCPT1	25.0	25.0	274000.0	274000.0
ARACHCPT2	25.0	25.0	85300.0	85300.0
ARACHCRNt	25.0	25.0	85300.0	85300.0
C204CPT1	25.0	25.0	274000.0	274000.0
C204CPT2	25.0	25.0	85300.0	85300.0
C226CRNt	25.0	25.0	85300.0	85300.0
CSNATer	38.5	25.0	60500.0	85300.0
DCSPTN1CPT1	25.0	25.0	274000.0	274000.0
DCSPTN1CPT2	25.0	25.0	85300.0	85300.0
DCSPTN1CRNt	25.0	25.0	85300.0	85300.0
DLNLCGCPT1	25.0	25.0	274000.0	274000.0
DLNLCGCPT2	25.0	25.0	85300.0	85300.0
DLNLCGCRNt	25.0	25.0	85300.0	85300.0
EICOSTETCPT1	25.0	25.0	274000.0	274000.0
EICOSTETCPT2	25.0	25.0	85300.0	85300.0
EICOSTETCRNt	25.0	25.0	85300.0	85300.0
FA120ACPH	25.0	25.0	52000.0	85300.0
FA140ACPH	0.02	25.0	52000.0	85300.0
FA160ACPH	25.0	25.0	52000.0	85300.0
FA180ACPH	25.0	25.0	52000.0	85300.0
FACOAL150	0.029	25.0	73500.0	85300.0
FACOAL160i	0.029	0.029	73500.0	73500.0
FACOAL161	0.029	25.0	73500.0	85300.0
FACOAL170	0.029	25.0	73500.0	85300.0
FACOAL180i	0.029	0.029	73500.0	73500.0
FACOAL1812	0.029	25.0	73500.0	85300.0
FACOAL1813	0.029	25.0	73500.0	85300.0
FACOAL181i	0.029	0.029	73500.0	73500.0
FACOAL1821	0.029	25.0	73500.0	85300.0
FACOAL1822	0.029	25.0	73500.0	85300.0
FACOAL1831	0.029	25.0	73500.0	85300.0
FACOAL1832	0.029	25.0	73500.0	85300.0
FACOAL184	0.029	25.0	73500.0	85300.0
FACOAL200	0.029	25.0	73500.0	85300.0
FACOAL203	0.029	25.0	73500.0	85300.0
FACOAL204	0.029	25.0	73500.0	85300.0
FACOAL2042	0.029	25.0	73500.0	85300.0
FACOAL205	0.029	25.0	73500.0	85300.0
FACOAL224	0.029	25.0	73500.0	85300.0
FACOAL2251	0.029	25.0	73500.0	85300.0
FACOAL2252	0.029	25.0	73500.0	85300.0
FACOAL226	0.029	25.0	73500.0	85300.0
FACOAL240	0.029	25.0	73500.0	85300.0
FACOAL244_1	0.029	25.0	73500.0	85300.0
FACOAL245_1	0.029	25.0	73500.0	85300.0
FACOAL245_2	0.029	25.0	73500.0	85300.0
FACOAL246_1	0.029	25.0	73500.0	85300.0
FACOAL260	0.029	25.0	73500.0	85300.0
FACOAL80i	25.0	25.0	97500.0	97500.0
HPDCACRNCPT1	25.0	25.0	274000.0	274000.0
HPDCACRNCPT2	25.0	25.0	85300.0	85300.0
HPDCACRNt	25.0	25.0	85300.0	85300.0
LCAT1e_cho	25.0	25.0	85300.0	85300.0
LNLCCPT1	25.0	25.0	274000.0	274000.0
LNLCCPT2	25.0	25.0	85300.0	85300.0
LNLCCRNt	25.0	25.0	85300.0	85300.0
LNLNCACPT1	25.0	25.0	274000.0	274000.0
LNLNCACPT2	25.0	25.0	85300.0	85300.0
LNLNCACRNt	25.0	25.0	85300.0	85300.0
LNLNCGCPT1	25.0	25.0	274000.0	274000.0
LNLNCGCPT2	25.0	25.0	85300.0	85300.0
LNLNCGCRNt	25.0	25.0	85300.0	85300.0
OCD11COACPT1	25.0	25.0	85300.0	85300.0
OCD11CRNCACT	25.0	25.0	85300.0	85300.0
OCD11CRNCPT2	25.0	25.0	85300.0	85300.0
PCRNtm	25.0	25.0	85300.0	85300.0
PTDCACRNCPT1	25.0	25.0	274000.0	274000.0
PTDCACRNCPT2	25.0	25.0	85300.0	85300.0
PTDCACRNt	25.0	25.0	85300.0	85300.0
PTE3x	25.0	25.0	85300.0	85300.0
PTE4x	25.0	25.0	85300.0	85300.0
r0432	25.0	25.0	85300.0	85300.0
RTOTAL2CRNCPT1	25.0	25.0	274000.0	274000.0
RTOTAL2CRNCPT2	25.0	25.0	85300.0	85300.0
RTOTAL2CRNt	25.0	25.0	85300.0	85300.0
RTOTAL3CRNCPT1	25.0	25.0	274000.0	274000.0
RTOTAL3CRNCPT2	25.0	25.0	85300.0	85300.0
RTOTAL3CRNt	25.0	25.0	85300.0	85300.0
STRDNCCPT1	25.0	25.0	274000.0	274000.0
STRDNCCPT2	25.0	25.0	85300.0	85300.0
STRDNCCRNt	25.0	25.0	85300.0	85300.0
2AMACHYD	25.0	25.0	85300.0	85300.0
AACTOOR	25.0	25.0	85300.0	85300.0
BETALDHx	261.0	261.0	230000.0	230000.0
BETALDHxm	261.0	261.0	230000.0	230000.0
GCC2am	6.08	25.0	109700.0	85300.0
GCC2bim	25.0	25.0	41250.0	41250.0
GCC2cm	574.0	649.0	111000.0	85300.0
GCCam	25.0	25.0	109700.0	85300.0
GCCbim	25.0	25.0	41250.0	41250.0
GCCcm	574.0	340.0	111000.0	85300.0
GLYOp	25.0	25.0	85300.0	85300.0
r0160	25.0	25.0	85300.0	85300.0
SERHL	25.0	25.0	85300.0	85300.0
THRD_L	25.0	25.0	153500.0	153500.0
ACYP	25.0	25.0	11300.0	11300.0
Adpgk	25.0	25.0	85300.0	85300.0
ALCD2yf	2.18333	2.18333	36250.0	36250.0
ALDD2x	19.7	19.7	216000.0	216000.0
ALDD2y	0.04	0.04	130000.0	130000.0
CAT2p	850000.0	850000.0	220000.0	220000.0
DPGase	25.0	25.0	60000.0	60000.0
DPGM	25.0	25.0	85300.0	85300.0
ETOHMO	25.0	25.0	85300.0	85300.0
FBA	59.7	2.62983	95500.0	85300.0
G6PPer	700.0	700.0	40000.0	40000.0
GAPD	70.0	25.0	98000.0	85300.0
LDH_L	65.0	2330.0	137000.0	85300.0
PGK	833.0	2633.0	48000.0	85300.0
PGM	530.0	530.0	56000.0	85300.0
PYK	1182.0	1182.0	225500.0	225500.0
TPI	1080.0	68330.0	56000.0	85300.0
RE2680G	25.0	25.0	85300.0	85300.0
AG13T10g	25.0	25.0	90000.0	90000.0
AG13T11g	25.0	25.0	90000.0	90000.0
AG13T12g	25.0	25.0	90000.0	90000.0
AG13T13g	25.0	25.0	90000.0	90000.0
AG13T14g	25.0	25.0	90000.0	90000.0
AG13T15g	25.0	25.0	90000.0	90000.0
AG13T16g	25.0	25.0	90000.0	90000.0
AG13T17g	25.0	25.0	90000.0	90000.0
AG13T18g	25.0	25.0	90000.0	90000.0
AG13T1g	25.0	25.0	90000.0	90000.0
AG13T2g	25.0	25.0	90000.0	90000.0
AG13T3g	25.0	25.0	90000.0	90000.0
AG13T4g	25.0	25.0	90000.0	90000.0
AG13T5g	25.0	25.0	90000.0	90000.0
AG13T6g	25.0	25.0	90000.0	90000.0
AG13T7g	25.0	25.0	90000.0	90000.0
AG13T8g	25.0	25.0	90000.0	90000.0
AG13T9g	25.0	25.0	90000.0	90000.0
S23T2g	25.0	25.0	47000.0	47000.0
S23T4g	25.0	25.0	47000.0	47000.0
S6T10g	25.0	25.0	85300.0	85300.0
S6T11g	25.0	25.0	85300.0	85300.0
S6T12g	25.0	25.0	85300.0	85300.0
S6T13g	25.0	25.0	85300.0	85300.0
S6T14g	25.0	25.0	85300.0	85300.0
S6T16g	25.0	25.0	85300.0	85300.0
S6T17g	25.0	25.0	85300.0	85300.0
S6T1g	25.0	25.0	85300.0	85300.0
S6T2g	25.0	25.0	85300.0	85300.0
S6T4g	25.0	25.0	85300.0	85300.0
S6T5g	25.0	25.0	85300.0	85300.0
S6T6g	25.0	25.0	85300.0	85300.0
S6T7g	25.0	25.0	85300.0	85300.0
S6T8g	25.0	25.0	85300.0	85300.0
S6T9g	25.0	25.0	85300.0	85300.0
ALCD1	25.0	25.0	85300.0	85300.0
CYANSTm	260.0	260.0	33000.0	33000.0
PPAer	6290.0	6290.0	42000.0	42000.0
PPAn	6290.0	6290.0	42000.0	42000.0
PRDX	25.0	25.0	31000.0	31000.0
PRDXl	25.0	25.0	31000.0	31000.0
RE0383C	25.0	25.0	85300.0	85300.0
RE2513E	25.0	25.0	85300.0	85300.0
TRDR2	25.0	25.0	115000.0	115000.0
TRDR3	25.0	25.0	115000.0	115000.0
AHEXASE2ly	25.0	25.0	116000.0	116000.0
AHEXASEly	25.0	25.0	116000.0	116000.0
B_MANNASEly	25.0	25.0	135000.0	135000.0
GALNTg	25.0	25.0	61000.0	61000.0
N3Tg	25.0	25.0	87500.0	87500.0
NS26T2g	25.0	25.0	136000.0	136000.0
CYOOm2_cho	25.0	25.0	85300.0	85300.0
CYOOm3_cho	25.0	25.0	85300.0	85300.0
CYOR_u10m_cho	25.0	25.0	85300.0	85300.0
NADH2_u10m_cho	25.0	25.0	85300.0	85300.0
PPA	6290.0	6290.0	42000.0	42000.0
PPAm	6290.0	6290.0	42000.0	42000.0
ARABR	1.275	1.275	35800.0	35800.0
DRPA	521.0	521.0	70000.0	70000.0
G6PDH2r	571.0	25.0	210000.0	85300.0
GULN3D	7.4	25.0	64250.0	85300.0
PGLer	25.0	25.0	45000.0	45000.0
PPM	25.0	25.0	59000.0	85300.0
PRPPS	25.0	25.0	975000.0	85300.0
RBK	10.2	10.2	62000.0	62000.0
TKT1	56.7	25.0	135000.0	85300.0
TKT2	69.0	25.0	135000.0	85300.0
ADA	18.5	18.5	45500.0	45500.0
NTD11	25.0	25.0	133500.0	133500.0
r0009	25.0	25.0	85300.0	85300.0
XAND	25.0	25.0	85300.0	85300.0
XAO	25.0	25.0	85300.0	85300.0
XAO2	25.0	25.0	85300.0	85300.0
URIK2	25.0	25.0	85300.0	85300.0
ALCD21_D	25.0	25.0	85300.0	85300.0
ALCD21_L	25.0	25.0	85300.0	85300.0
ALCD22_D	25.0	25.0	69000.0	69000.0
ALCD22_L	25.0	25.0	40000.0	40000.0
LALDO2x	2.50833	2.50833	35800.0	35800.0
LCADi	25.0	25.0	225000.0	225000.0
LCADi_D	25.0	25.0	225000.0	225000.0
LDH_Lm	65.0	2330.0	137000.0	85300.0
ME2m	4670.0	4670.0	257000.0	257000.0
MGSA	220.0	220.0	63500.0	63500.0
MGSA2	25.0	25.0	63500.0	63500.0
PPDOx	0.64	0.64	35800.0	35800.0
PPDOy	1.275	1.275	35800.0	35800.0
GLDBRAN	25.0	25.0	172600.0	172600.0
GLPASE1	50.5	50.5	175000.0	175000.0
GLPASE2a	25.0	25.0	85300.0	85300.0
MALT	709.0	709.0	92000.0	92000.0
UDPGP	25.0	25.0	390000.0	390000.0
G6Pt6er	25.0	25.0	85300.0	85300.0
SCP21x	25.0	25.0	85300.0	85300.0
3HKYNAKGAT	25.0	25.0	97000.0	97000.0
5HOXINDACTO2OX	25.0	25.0	241000.0	241000.0
5HOXINDACTOX	3.5	3.5	216000.0	216000.0
ECOAH1m	25.0	1280.0	156500.0	85300.0
FKYNH	161.0	161.0	36000.0	36000.0
HACD1m	1287.0	1817.0	108000.0	85300.0
r0647	25.0	25.0	85300.0	85300.0
RE1711C_2	25.0	25.0	85300.0	85300.0
COQ3m	25.0	25.0	85300.0	85300.0
COQ6m	25.0	25.0	85300.0	85300.0
COQ7m	25.0	25.0	85300.0	85300.0
DHDPBMTm	25.0	25.0	85300.0	85300.0
HBZOPT10m	25.0	25.0	85300.0	85300.0
ORNDC	77.8	77.8	110000.0	110000.0
r0074	25.0	25.0	85300.0	85300.0
r0086	25.0	25.0	85300.0	85300.0
SPRMS	32.0	32.0	78000.0	78000.0
CLS_cho	25.0	25.0	85300.0	85300.0
ATPS4m_cho	25.0	25.0	85300.0	85300.0
FAOXC241221x	25.0	25.0	85300.0	85300.0
FAOXC221201x	25.0	25.0	85300.0	85300.0
FAOXC201181x	25.0	25.0	85300.0	85300.0
FAOXC240220x	25.0	25.0	85300.0	85300.0
FAOXC220200x	25.0	25.0	85300.0	85300.0
FAOXC183_9Z_12Z_15Zm	25.0	25.0	85300.0	85300.0
FAOXC163_7Z_10Z_13Zm	25.0	25.0	85300.0	85300.0
FAOXC143_5Z_8Z_11Zm	25.0	25.0	85300.0	85300.0
FAOXC123_3Z_6Z_9Zm	25.0	25.0	85300.0	85300.0
FAOXC102_4Z_7Zm	25.0	25.0	85300.0	85300.0
FAOXC81_5Zm	25.0	25.0	85300.0	85300.0
FAOXC61_3Zm	25.0	25.0	85300.0	85300.0
FAOXC183_6Z_9Z_12Zm	25.0	25.0	85300.0	85300.0
FAOXC163_4Z_7Z_10Zm	25.0	25.0	85300.0	85300.0
FAOXC142_5Z_8Zm	25.0	25.0	85300.0	85300.0
FAOXC122_3Z_6Zm	25.0	25.0	85300.0	85300.0
FAOXC183_6Z_9Z_12Zx	25.0	25.0	85300.0	85300.0
FAOXC163_4Z_7Z_10Zx	25.0	25.0	85300.0	85300.0
FAOXC142_5Z_8Zx	25.0	25.0	85300.0	85300.0
FAOXC122_3Z_6Zx	25.0	25.0	85300.0	85300.0
FAOXC101_4Zx	25.0	25.0	85300.0	85300.0
FAOXC184_6Z_9Z_12Z_15Zm	25.0	25.0	85300.0	85300.0
FAOXC164_4Z_7Z_10Z_13Zm	25.0	25.0	85300.0	85300.0
FAOXC160140m	25.0	25.0	85300.0	85300.0
FAOXC140120m	25.0	25.0	85300.0	85300.0
FAOXC120100m	25.0	25.0	85300.0	85300.0
FAOXC10080m	25.0	25.0	85300.0	85300.0
FAOXC160140x	25.0	25.0	85300.0	85300.0
FAOXC140120x	25.0	25.0	85300.0	85300.0
FAOXC120100x	25.0	25.0	85300.0	85300.0
FAOXC10080x	25.0	25.0	85300.0	85300.0
FAOXC8060m	25.0	25.0	85300.0	85300.0
FAOXC6040m	25.0	25.0	85300.0	85300.0
FAOXC4020m	25.0	25.0	85300.0	85300.0
FAOXC204_5Z_8Z_11Z_14Zm	25.0	25.0	85300.0	85300.0
FAOXC184_3Z_6Z_9Z_12Zm	25.0	25.0	85300.0	85300.0
FAOXC2242046m	19.2	19.2	148500.0	148500.0
FAOXC2242046x	25.0	25.0	148500.0	148500.0
FAOXC226205m_cho	25.0	25.0	85300.0	85300.0
FAOXC226205x_cho	25.0	25.0	85300.0	85300.0
FAOXC161140m	25.0	25.0	85300.0	85300.0
FAOXC1611402m	25.0	25.0	85300.0	85300.0
FAOXC180	19.2	19.2	148500.0	148500.0
FAOXC180x	25.0	25.0	148500.0	148500.0
FAOXC200180m	19.2	19.2	148500.0	148500.0
FAOXC200180x	25.0	25.0	148500.0	148500.0
FAOXC170150m	25.0	25.0	85300.0	85300.0
FAOXC150130m	25.0	25.0	85300.0	85300.0
FAOXC130110m	25.0	25.0	85300.0	85300.0
FAOXC11090m	25.0	25.0	85300.0	85300.0
FAOXC9070m	25.0	25.0	85300.0	85300.0
FAOXC7050m	25.0	25.0	85300.0	85300.0
FAOXC5030m	25.0	25.0	85300.0	85300.0
FAOXC181_9Em	25.0	25.0	85300.0	85300.0
FAOXC161_7Em	25.0	25.0	85300.0	85300.0
FAOXC141_5Em	25.0	25.0	85300.0	85300.0
FAOXC121_3Em	25.0	25.0	85300.0	85300.0
FAOXC181_9Zm	25.0	25.0	85300.0	85300.0
FAOXC161_7Zm	25.0	25.0	85300.0	85300.0
FAOXC141_5Zm	25.0	25.0	85300.0	85300.0
FAOXC121_3Zm	25.0	25.0	85300.0	85300.0
FAOXC181_11Em	25.0	25.0	85300.0	85300.0
FAOXC161_9Em	25.0	25.0	85300.0	85300.0
FAOXC141_7Em	25.0	25.0	85300.0	85300.0
FAOXC121_5Em	25.0	25.0	85300.0	85300.0
FAOXC101_3Em	25.0	25.0	85300.0	85300.0
FAOXC204184m2	25.0	25.0	85300.0	85300.0
FAOXC2031836m	19.2	19.2	148500.0	148500.0
FAOXC182_9Z_12Zm	25.0	25.0	85300.0	85300.0
FAOXC162_7Z_10Zm	25.0	25.0	85300.0	85300.0
FAOXC101_4Zm	25.0	25.0	85300.0	85300.0
FAOXC182_9E_12Em	25.0	25.0	85300.0	85300.0
FAOXC162_7E_10Em	25.0	25.0	85300.0	85300.0
FAOXC142_5E_8Em	25.0	25.0	85300.0	85300.0
FAOXC122_3E_6Em	25.0	25.0	85300.0	85300.0
FAOXC101_4Em	25.0	25.0	85300.0	85300.0
FAOXC2452253x	25.0	25.0	148500.0	148500.0
FAOXC2452256x	25.0	25.0	148500.0	148500.0
FAOXC246226x	25.0	25.0	148500.0	148500.0
FAOXC2442246x	25.0	25.0	148500.0	148500.0
FAOXC260240x	25.0	25.0	148500.0	148500.0
FAOXC205_5Z_8Z_11Z_14Z_17Zm	25.0	25.0	85300.0	85300.0
FAOXC185_3Z_6Z_9Z_12Z_15Zm	25.0	25.0	85300.0	85300.0
FAOXC225_4Z_7Z_10Z_13Z_16Zm	25.0	25.0	85300.0	85300.0
FAOXC225_4Z_7Z_10Z_13Z_16Zx	25.0	25.0	85300.0	85300.0
FAOXC204_5Z_8Z_11Z_14Zx	25.0	25.0	85300.0	85300.0
FAOXC184_3Z_6Z_9Z_12Zx	25.0	25.0	85300.0	85300.0
3DSPHR	1.07	1.07	85300.0	85300.0
3SALAASPm	25.0	25.0	85300.0	85300.0
3SALATAi	25.0	25.0	85300.0	85300.0
3SALATAim	25.0	25.0	85300.0	85300.0
41R1H2MAE12BOOX	25.0	25.0	117500.0	117500.0
41R2A1H12BOOX	25.0	25.0	117500.0	117500.0
4HGLSDm	1.6	25.0	142000.0	85300.0
A_MANASEly	25.0	25.0	260000.0	260000.0
AACOAT	25.0	25.0	76000.0	85300.0
ACACT1r	2.1	620.0	165000.0	85300.0
ACACT1rm	2.1	620.0	165000.0	85300.0
ACACt2m	25.0	25.0	85300.0	85300.0
ACCOAgt	25.0	25.0	85300.0	85300.0
ACETONEt2	25.0	25.0	85300.0	85300.0
ACETONEt2m	25.0	25.0	85300.0	85300.0
ACGAM6PSi	22.1	22.1	39050.0	39050.0
ACGAMK	0.0325	0.0325	225500.0	225500.0
ACGAMPM	25.0	25.0	60000.0	85300.0
ACNAM9PL	25.0	25.0	85300.0	85300.0
ACNAM9PL2	25.0	25.0	85300.0	85300.0
ACNAMlt	25.0	25.0	85300.0	85300.0
ACOATA	1.9	25.0	60000.0	85300.0
ACONTm	25.0	25.0	84000.0	85300.0
ACS	81.6	81.6	80000.0	80000.0
ACTLMO	25.0	25.0	85300.0	85300.0
ACTNMO	25.0	25.0	85300.0	85300.0
ADAe	18.5	18.5	45500.0	45500.0
ADK3m	25.0	25.0	85300.0	85300.0
ADNK1	25.5	25.5	39125.0	39125.0
ADNt	25.0	25.0	85300.0	85300.0
ADNtm	25.0	25.0	85300.0	85300.0
ADPT	30.0	30.0	38200.0	38200.0
ADSL1	1.74	1.74	196000.0	196000.0
ADSL2	25.0	25.0	196000.0	196000.0
AGDC	177.0	177.0	172000.0	172000.0
AICART	25.0	25.0	64725.0	85300.0
AIRCr	40.0	25.0	241100.0	85300.0
AKGMALtm	25.0	25.0	85300.0	85300.0
ALASm	0.658	0.658	84000.0	84000.0
ALATA_L	25.0	25.0	115000.0	85300.0
ALDD2xm	19.7	19.7	216000.0	216000.0
ALR2	25.0	25.0	85300.0	85300.0
ALR3	25.0	25.0	85300.0	85300.0
AMACRp	25.0	25.0	31650.0	31650.0
AMANK	25.0	25.0	58200.0	58200.0
AMETt2m	25.0	25.0	85300.0	85300.0
ANDRSTRNGLCte	25.0	25.0	85300.0	85300.0
ARGLYSex	25.0	25.0	85300.0	85300.0
ARSA_cho	25.0	25.0	85300.0	85300.0
